state_fips,state_abbr,state,year,aqi_median,aqi_days
19,IA,Iowa,2017,43.05555555555556,271.22222222222223
20,KS,Kansas,2017,34.81818181818182,329.45454545454544
21,KY,Kentucky,2017,43.32142857142857,304.42857142857144
22,LA,Louisiana,2017,41.0,328.77272727272725
23,ME,Maine,2017,36.36363636363637,323.27272727272725
24,MD,Maryland,2017,44.125,325.9375
25,MA,Massachusetts,2017,40.30769230769231,361.7692307692308
26,MI,Michigan,2017,39.357142857142854,296.9642857142857
27,MN,Minnesota,2017,35.6,338.65
28,MS,Mississippi,2017,40.09090909090909,294.09090909090907
29,MO,Missouri,2017,42.76190476190476,303.23809523809524
30,MT,Montana,2017,35.578947368421055,306.36842105263156
31,NE,Nebraska,2017,34.55555555555556,237.77777777777777
32,NV,Nevada,2017,39.55555555555556,358.6666666666667
33,NH,New Hampshire,2017,37.142857142857146,355.2857142857143
34,NJ,New Jersey,2017,42.9375,349.3125
35,NM,New Mexico,2017,33.6875,285.25
36,NY,New York,2017,37.275862068965516,350.9655172413793
37,NC,North Carolina,2017,41.94444444444444,310.8888888888889
38,ND,North Dakota,2017,35.0,357.27272727272725
39,OH,Ohio,2017,40.51282051282051,315.1025641025641
40,OK,Oklahoma,2017,39.25925925925926,302.962962962963
41,OR,Oregon,2017,35.08695652173913,343.60869565217394
42,PA,Pennsylvania,2017,46.16216216216216,361.3783783783784
00,NA,Puerto Rico,2017,28.636363636363637,159.8181818181818
44,RI,Rhode Island,2017,37.333333333333336,358.6666666666667
45,SC,South Carolina,2017,38.36842105263158,305.6842105263158
46,SD,South Dakota,2017,35.1,339.5
47,TN,Tennessee,2017,41.91304347826087,302.5652173913044
48,TX,Texas,2017,41.595238095238095,343.6904761904762
49,UT,Utah,2017,45.714285714285715,336.92857142857144
50,VT,Vermont,2017,32.0,303.0
00,NA,Virgin Islands,2017,26.5,46.5
51,VA,Virginia,2017,33.515151515151516,262.1515151515151
53,WA,Washington,2017,32.93333333333333,346.0
54,WV,West Virginia,2017,39.285714285714285,289.57142857142856
55,WI,Wisconsin,2017,38.74074074074074,308.51851851851853
56,WY,Wyoming,2017,39.05882352941177,327.05882352941177
01,AL,Alabama,2018,41.411764705882355,294.5882352941176
02,AK,Alaska,2018,25.875,281.625
04,AZ,Arizona,2018,44.46153846153846,364.0769230769231
05,AR,Arkansas,2018,42.833333333333336,260.0
06,CA,California,2018,52.56603773584906,359.20754716981133
08,CO,Colorado,2018,40.27272727272727,293.969696969697
09,CT,Connecticut,2018,39.875,319.0
00,NA,Country Of Mexico,2018,57.0,257.0
10,DE,Delaware,2018,44.0,365.0
11,DC,District Of Columbia,2018,52.0,365.0
12,FL,Florida,2018,39.35897435897436,352.94871794871796
13,GA,Georgia,2018,40.62068965517241,285.3448275862069
15,HI,Hawaii,2018,32.25,361.5
16,ID,Idaho,2018,33.7,342.5
17,IL,Illinois,2018,44.869565217391305,350.2173913043478
18,IN,Indiana,2018,40.567567567567565,335.1621621621622
19,IA,Iowa,2018,45.0,288.3125
20,KS,Kansas,2018,35.72727272727273,338.90909090909093
21,KY,Kentucky,2018,41.74074074074074,307.9259259259259
22,LA,Louisiana,2018,39.90909090909091,329.95454545454544
23,ME,Maine,2018,37.2,332.0
24,MD,Maryland,2018,42.9375,324.375
25,MA,Massachusetts,2018,40.15384615384615,363.0769230769231
26,MI,Michigan,2018,38.357142857142854,291.7142857142857
27,MN,Minnesota,2018,37.095238095238095,329.6666666666667
28,MS,Mississippi,2018,42.54545454545455,308.45454545454544
29,MO,Missouri,2018,41.23809523809524,294.76190476190476
30,MT,Montana,2018,33.94736842105263,309.10526315789474
31,NE,Nebraska,2018,33.0,239.33333333333334
32,NV,Nevada,2018,38.44444444444444,357.44444444444446
33,NH,New Hampshire,2018,38.0,318.14285714285717
34,NJ,New Jersey,2018,42.9375,344.0625
35,NM,New Mexico,2018,35.6875,285.625
36,NY,New York,2018,37.0,349.9642857142857
37,NC,North Carolina,2018,40.861111111111114,294.47222222222223
38,ND,North Dakota,2018,37.4,359.6
39,OH,Ohio,2018,40.125,309.525
40,OK,Oklahoma,2018,41.52,314.52
41,OR,Oregon,2018,36.56521739130435,342.5217391304348
42,PA,Pennsylvania,2018,41.794871794871796,349.2564102564103
00,NA,Puerto Rico,2018,31.714285714285715,208.71428571428572
44,RI,Rhode Island,2018,39.333333333333336,360.0
45,SC,South Carolina,2018,37.72222222222222,284.1111111111111
46,SD,South Dakota,2018,35.8,339.2
47,TN,Tennessee,2018,40.52173913043478,334.0
48,TX,Texas,2018,40.904761904761905,346.2142857142857
49,UT,Utah,2018,45.8,347.8
50,VT,Vermont,2018,32.0,303.0
00,NA,Virgin Islands,2018,32.333333333333336,69.0
51,VA,Virginia,2018,32.71875,262.8125
53,WA,Washington,2018,31.666666666666668,355.6
54,WV,West Virginia,2018,37.285714285714285,279.85714285714283
55,WI,Wisconsin,2018,41.629629629629626,312.25925925925924
56,WY,Wyoming,2018,39.77777777777778,329.6666666666667
01,AL,Alabama,2019,43.470588235294116,290.2352941176471
02,AK,Alaska,2019,23.11111111111111,275.44444444444446
04,AZ,Arizona,2019,43.07692307692308,363.61538461538464
05,AR,Arkansas,2019,43.76923076923077,237.53846153846155
06,CA,California,2019,46.716981132075475,359.6792452830189
08,CO,Colorado,2019,38.096774193548384,282.35483870967744
09,CT,Connecticut,2019,41.125,325.125
00,NA,Country Of Mexico,2019,57.5,195.0
10,DE,Delaware,2019,45.0,365.0
11,DC,District Of Columbia,2019,49.0,365.0
